indicatorId,geoUnit,year,value,qualifier,magnitude
CE.RA.SEX.2.OV.CULOCC1.1,ITA,2014,43.98974,,
CE.RA.SEX.2.OV.CULOCC1.1,ITA,2015,43.3532,,
CE.RA.SEX.2.OV.CULOCC1.1,KOR,2014,53.66417,,
CE.RA.SEX.2.OV.CULOCC1.1,KOR,2015,54.33203,,
CE.RA.SEX.2.OV.CULOCC1.1,LKA,2015,66.61188,,
CE.RA.SEX.2.OV.CULOCC1.1,LTU,2014,61.72907,,
CE.RA.SEX.2.OV.CULOCC1.1,LTU,2015,67.49592,,
CE.RA.SEX.2.OV.CULOCC1.1,LUX,2014,48.33468,,
CE.RA.SEX.2.OV.CULOCC1.1,LUX,2015,54.65354,,
CE.RA.SEX.2.OV.CULOCC1.1,LVA,2014,61.96319,,
CE.RA.SEX.2.OV.CULOCC1.1,LVA,2015,63.57895,,
CE.RA.SEX.2.OV.CULOCC1.1,MDA,2014,75.05072,,
CE.RA.SEX.2.OV.CULOCC1.1,MDA,2015,73.75489,,
CE.RA.SEX.2.OV.CULOCC1.1,MDV,2014,79.18566,,
CE.RA.SEX.2.OV.CULOCC1.1,MEX,2014,40.861,,
CE.RA.SEX.2.OV.CULOCC1.1,MEX,2015,38.45784,,
CE.RA.SEX.2.OV.CULOCC1.1,MKD,2014,49.09974,,
CE.RA.SEX.2.OV.CULOCC1.1,MKD,2015,49.79055,,
CE.RA.SEX.2.OV.CULOCC1.1,MLI,2014,27.4935,,
CE.RA.SEX.2.OV.CULOCC1.1,MLI,2015,51.42626,,
CE.RA.SEX.2.OV.CULOCC1.1,MLT,2014,25.60395,,
CE.RA.SEX.2.OV.CULOCC1.1,MLT,2015,35.88052,,
CE.RA.SEX.2.OV.CULOCC1.1,MNG,2014,43.52608,,
CE.RA.SEX.2.OV.CULOCC1.1,MNG,2015,55.56088,,
CE.RA.SEX.2.OV.CULOCC1.1,MOZ,2014,10.86189,,
CE.RA.SEX.2.OV.CULOCC1.1,MYS,2014,55.43027,,
CE.RA.SEX.2.OV.CULOCC1.1,MYS,2015,58.70206,,
CE.RA.SEX.2.OV.CULOCC1.1,NLD,2014,39.33934,,
CE.RA.SEX.2.OV.CULOCC1.1,NLD,2015,40.48338,,
CE.RA.SEX.2.OV.CULOCC1.1,PAK,2014,37.28222,,
CE.RA.SEX.2.OV.CULOCC1.1,PAK,2015,37.41897,,
CE.RA.SEX.2.OV.CULOCC1.1,PAN,2013,53.87071,,
CE.RA.SEX.2.OV.CULOCC1.1,PAN,2016,57.00051,,
CE.RA.SEX.2.OV.CULOCC1.1,PER,2013,46.2744,,
CE.RA.SEX.2.OV.CULOCC1.1,PHL,2014,57.63381,,
CE.RA.SEX.2.OV.CULOCC1.1,PHL,2015,57.79631,,
CE.RA.SEX.2.OV.CULOCC1.1,PRI,2014,39.13768,,
CE.RA.SEX.2.OV.CULOCC1.1,PRI,2015,37.4964,,
CE.RA.SEX.2.OV.CULOCC1.1,PRT,2014,45.10746,,
CE.RA.SEX.2.OV.CULOCC1.1,PRT,2015,46.80978,,
CE.RA.SEX.2.OV.CULOCC1.1,PRY,2010,37.8565,,
CE.RA.SEX.2.OV.CULOCC1.1,PSE,2014,20,,
CE.RA.SEX.2.OV.CULOCC1.1,PSE,2015,16,,
CE.RA.SEX.2.OV.CULOCC1.1,ROU,2014,65.89436,,
CE.RA.SEX.2.OV.CULOCC1.1,ROU,2015,64.00869,,
CE.RA.SEX.2.OV.CULOCC1.1,RUS,2014,54.12421,,
CE.RA.SEX.2.OV.CULOCC1.1,SLV,2013,11.79154,,
CE.RA.SEX.2.OV.CULOCC1.1,SRB,2014,53.9959,,
CE.RA.SEX.2.OV.CULOCC1.1,SRB,2015,53.69303,,
CE.RA.SEX.2.OV.CULOCC1.1,SVK,2014,44.05671,,
CE.RA.SEX.2.OV.CULOCC1.1,SVK,2015,47.10556,,
CE.RA.SEX.2.OV.CULOCC1.1,SVN,2014,47.31385,,
CE.RA.SEX.2.OV.CULOCC1.1,SVN,2015,47.38164,,
CE.RA.SEX.2.OV.CULOCC1.1,SVN,2016,47.79167,,
CE.RA.SEX.2.OV.CULOCC1.1,SWE,2014,51.19315,,
CE.RA.SEX.2.OV.CULOCC1.1,SWE,2015,51.94289,,
CE.RA.SEX.2.OV.CULOCC1.1,SXM,2013,35.36151,,
CE.RA.SEX.2.OV.CULOCC1.1,SYC,2012,0,,NA
CE.RA.SEX.2.OV.CULOCC1.1,TGO,2015,44.00955,,
CE.RA.SEX.2.OV.CULOCC1.1,THA,2014,50.24358,,
CE.RA.SEX.2.OV.CULOCC1.1,THA,2015,51.88514,,
CE.RA.SEX.2.OV.CULOCC1.1,TUR,2014,36.71719,,
CE.RA.SEX.2.OV.CULOCC1.1,TUR,2015,38.03067,,
CE.RA.SEX.2.OV.CULOCC1.1,UGA,2012,39.69148,,
CE.RA.SEX.2.OV.CULOCC1.1,URY,2013,25.57098,,
CE.RA.SEX.2.OV.CULOCC1.1,VNM,2014,57.9459,,
CE.RA.SEX.2.OV.CULOCC1.1,VNM,2015,58.11572,,
CE.RA.SEX.2.OV.CULOCC1.1,ZAF,2014,41.37888,,
