indicatorId,geoUnit,year,value,qualifier,magnitude
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,DOM,2013,17.71262,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ECU,2013,51.28504,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ECU,2015,74.11681,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,EST,2014,31.0294,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,EST,2015,25.59824,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,FIN,2014,14.69003,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,FIN,2015,13.18024,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,FRA,2014,25.57092,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,FRA,2015,24.2387,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,GHA,2014,88.51708,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,HND,2010,76.17537,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,HND,2015,74.47627,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,HRV,2015,25.40501,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,HUN,2014,39.99526,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,HUN,2015,37.96181,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ISL,2015,0,,NA
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ISR,2014,23.95935,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,KOR,2014,23.42758,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,KOR,2015,24.25936,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LKA,2015,91.80203,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LTU,2014,37.3736,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LTU,2015,42.96105,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LUX,2014,7.90622,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LUX,2015,10.72995,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LVA,2014,37.21881,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,LVA,2015,36.63158,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MDA,2014,62.65217,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MDA,2015,65.45881,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MEX,2014,54.58792,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MEX,2015,54.92216,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MLI,2015,2.13452,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MLT,2014,23.06688,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MLT,2015,22.75047,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MNG,2015,59.01906,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MYS,2014,58.30861,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,MYS,2015,59.56244,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,NLD,2014,19.51952,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,NLD,2015,19.93958,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PAK,2014,85.58726,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PAK,2015,89.11761,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PAN,2013,60.45429,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PAN,2016,66.64752,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PER,2013,65.89879,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PRI,2014,14.49572,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PRI,2015,12.78663,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,PRY,2010,79.73006,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ROU,2014,81.33148,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ROU,2015,78.58011,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,RUS,2014,17.6466,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SLV,2013,74.0586,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SRB,2014,49.12658,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SRB,2015,54.46616,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SVK,2014,49.18212,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SVK,2015,51.07832,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SVN,2014,33.03723,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SVN,2015,32.06638,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SVN,2016,31.51784,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SWE,2014,15.33086,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,SWE,2015,15.13031,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,TGO,2015,84.99349,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,THA,2014,48.04785,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,THA,2015,45.75692,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,TUR,2014,71.52733,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,TUR,2015,67.75235,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,UGA,2012,92.03709,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,URY,2013,60.69829,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,VNM,2015,78.31969,,
CE.RA.OCCDOMAIN1.3.OV.CULOCC1.1,ZAF,2014,47.89618,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,AUT,2014,12.74648,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,AUT,2015,12.86195,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BEL,2014,20.25657,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BEL,2015,19.33668,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BGR,2014,11.24402,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BGR,2015,11.04294,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BOL,2011,8.49892,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BRA,2013,4.1021,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,BRN,2014,4.46046,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CAN,2015,14.72154,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CHE,2014,16.04033,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CHL,2013,11.46181,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CHL,2016,7.19779,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CPV,2015,9.25564,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CRI,2015,0.61171,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CYM,2016,17.06806,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CYP,2015,18.00293,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,CZE,2015,12.37758,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,DOM,2013,7.34175,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ECU,2013,4.62061,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ECU,2015,2.30438,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,EST,2014,19.85392,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,EST,2015,19.09133,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,FIN,2014,18.39623,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,FIN,2015,19.48381,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,FRA,2014,12.64305,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,FRA,2015,13.06723,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,GHA,2014,1.31404,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,HND,2010,5.2165,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,HND,2015,2.6088,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,HRV,2015,16.13221,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,HUN,2014,16.15242,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,HUN,2015,17.45768,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ISL,2015,0,,NA
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ISR,2014,16.02677,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,KOR,2014,19.33064,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,KOR,2015,19.22862,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LKA,2015,2.07864,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LTU,2014,20.91146,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LTU,2015,18.64404,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LUX,2014,50.67098,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LUX,2015,49.62479,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LVA,2014,9.81595,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,LVA,2015,10.52632,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MDA,2014,14.1452,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MDA,2015,10.77537,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MEX,2014,1.631,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MEX,2015,1.55019,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MLI,2015,0.30414,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MLT,2014,6.88369,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MLT,2015,8.02738,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MYS,2014,6.08309,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,MYS,2015,4.49853,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,NLD,2014,22.52252,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,NLD,2015,21.45015,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PAK,2014,0.82645,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PAK,2015,0.57563,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PAN,2013,3.76328,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PAN,2016,2.89061,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PER,2013,4.22961,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PRI,2014,19.35667,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PRI,2015,7.02379,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,PRY,2010,4.67695,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ROU,2014,5.89255,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,ROU,2015,6.43364,,
CE.RA.OCCDOMAIN1.4.OV.CULOCC1.1,RUS,2014,10.51554,,
